EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Hygiene,Safety Measures,Food Quality,Accommodation,Overall Satisfaction
1825,Vihaan,Verma,16-May-21,14-May-23,Production Technician I,Stephen Neal,giana.moore@bilearner.com,CCDR,Active,Contract,Zone A,Part-Time,Voluntary,Plan view month maybe always state.,Production       ,Splicing,5/12/1996,MA,Laborer,Male,45326,White,Married,Fully Meets,3,Average,Poor,Good,Average,Medium
1826,Aadhya,Verma,31-Jan-21,3-Jun-22,Production Technician I,Robert Sanchez,giada.santos@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Resignation,Western unit case late investment.,Production       ,Aerial,17-11-1941,MA,Foreman,Female,57901,Other,Widowed,Exceeds,3,Average,Average,Poor,Average,Medium
1827,Aarav,Joshi,19-Sep-21,14-Sep-22,Production Technician I,Glenda Williams,jessie.church@bilearner.com,EW,Active,Contract,Zone C,Full-Time,Involuntary,Good technology same cut arrive anything remain.,Production       ,Field Operations,21-05-1982,MA,Operator,Female,18674,Other,Widowed,Needs Improvement,3,Good,Average,Poor,Good,Low
1828,Vihaan,Das,1-Mar-20,26-Mar-22,Production Technician I,Patrick Hall,kaylah.ramos@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Resignation,Break field attorney.,Production       ,Wireline Construction,9/4/1983,MA,Foreman,Male,64947,Black,Divorced,Exceeds,3,Good,Good,Average,Good,Medium
1829,Aadhya,Mehta,29-Feb-20,,Production Technician I,Joel Flynn,camille.fritz@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Engineers,13-08-1987,MA,Project Manager,Male,37531,White,Married,Exceeds,3,Average,Good,Average,Poor,Medium
1830,Ira,Chopra,8-Dec-18,,Production Technician I,Patrick Carpenter,deangelo.murillo@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,Unk,,Production       ,Finance & Accounting,26-11-1960,MA,Administrative,Female,78846,Black,Married,Needs Improvement,3,Poor,Poor,Good,Poor,Medium
1831,Meera,Kapoor,26-Jun-22,15-Jun-23,Production Technician I,Daniel Mathis,emerson.gallagher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Retirement,End lay return last compare.,Production       ,Isp,14-10-1970,MA,Technician,Female,40762,Asian,Widowed,Needs Improvement,3,Good,Good,Average,Good,Medium
1832,Navya,Kapoor,3-Nov-19,,Production Technician I,Bradley Randall,april.bentley@bilearner.com,NEL,Active,Contract,Zone A,Part-Time,Unk,,Production       ,Engineers,1/6/1956,MA,Engineer,Female,70743,White,Married,Needs Improvement,3,Poor,Poor,Average,Poor,Low
1833,Krishna,Joshi,1-Jan-23,,Production Technician I,Anita Chapman,ainsley.booth@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,31-12-1983,MA,Technician,Female,3284,White,Married,Needs Improvement,3,Average,Good,Average,Average,High
1834,Ira,Rao,31-Jul-20,5-Apr-21,Production Technician II,Joseph Diaz,dereon.huffman@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Resignation,Child lose recently.,Production       ,Project Management - Con,13-09-1978,MA,Coordinator,Female,80929,White,Divorced,Needs Improvement,3,Average,Good,Good,Poor,High
1835,Kiara,Rana,10-Sep-21,19-Jul-22,Production Technician II,Danielle Reyes,colin.cherry@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,Resignation,Strategy word southern.,Production       ,Field Operations,25-11-1982,MA,Laborer,Female,5480,Asian,Single,Needs Improvement,3,Good,Average,Average,Poor,High
1836,Sai,Iyer,19-Jun-19,,Production Technician II,Daniel Hardy,karla.hines@bilearner.com,MSC,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,14-01-1971,MA,Laborer,Male,35394,Hispanic,Divorced,Needs Improvement,3,Average,Good,Good,Average,High
1837,Ananya,Kumar,16-Aug-21,,Production Technician II,Michael Graves,colton.decker@bilearner.com,NEL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,17-06-1975,MA,Technician,Female,5981,Asian,Divorced,Needs Improvement,3,Good,Good,Poor,Poor,High
1838,Aarohi,Joshi,8-Jul-19,,Production Technician I,Elizabeth Kaufman,jayleen.tran@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Aerial,16-09-1958,MA,Laborer,Female,4188,White,Widowed,Exceeds,3,Average,Poor,Average,Average,Low
1839,Aditya,Patel,17-Aug-21,31-Aug-22,Production Technician I,Joshua Glenn,aydin.perry@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,Voluntary,First sing others lot film anyone.,Production       ,People Services,29-03-1968,MA,Assistant,Female,74361,Other,Single,Exceeds,3,Average,Good,Good,Poor,High
1840,Sai,Chopra,8-Jan-21,,Production Technician I,Misty Brown,jenna.casey@bilearner.com,WBL,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,7/8/1969,MA,Drafter,Female,56925,Hispanic,Single,Exceeds,3,Good,Poor,Average,Good,Low
1841,Ananya,Bansal,14-Aug-18,,Production Technician I,Brian Paul,remington.bullock@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-10-1958,MA,Operator,Female,62148,Hispanic,Widowed,Exceeds,3,Good,Good,Poor,Poor,Low
1842,Krishna,Bansal,30-Jul-21,,Production Technician I,Ricardo Harris,delaney.stewart@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,General - Con,10/5/1998,MA,Coordinator,Male,20467,Asian,Divorced,Exceeds,3,Good,Good,Good,Good,High
1843,Ananya,Gupta,8-Apr-23,,Production Technician I,Samantha French,saige.jones@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Engineers,12/1/1963,MA,Engineer,Male,43130,Hispanic,Married,Needs Improvement,3,Average,Poor,Good,Good,High
1844,Reyansh,Rao,11-Sep-19,,Production Technician I,Nicole Vasquez,camryn.fritz@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,23-11-1964,MA,Model Assistant,Female,52114,Other,Single,Exceeds,3,Average,Average,Good,Good,High
1845,Sai,Kapoor,5-Mar-20,22-Aug-21,Production Technician I,Matthew Ramirez,amanda.lambert@bilearner.com,SVG,Active,Part-Time,Zone A,Temporary,Voluntary,Force leader remain machine place.,Production       ,Aerial,23-12-1941,MA,Laborer,Female,78947,Black,Single,Needs Improvement,3,Poor,Poor,Poor,Good,Medium
1846,Reyansh,Gupta,2-Dec-19,,Production Technician I,Sarah Delacruz,winston.callahan@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Aerial,24-11-1946,MA,Foreman,Male,85558,Black,Single,Needs Improvement,3,Good,Poor,Poor,Good,Low
1847,Diya,Kumar,3-Dec-22,24-Dec-22,Production Technician I,Lee Lucas,maverick.lang@bilearner.com,MSC,Active,Full-Time,Zone C,Part-Time,Resignation,Beat scene dream because by who ok.,Production       ,Project Management - Con,16-10-2000,MA,Project Manager,Male,16653,Other,Divorced,Needs Improvement,3,Average,Poor,Poor,Average,High
1848,Aadhya,Verma,23-Dec-21,,Production Technician I,Lisa Reed,harold.reid@bilearner.com,TNS,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Engineers,17-10-2000,MA,Engineer,Male,40621,Black,Divorced,PIP,3,Average,Average,Good,Average,Medium
1849,Myra,Mehta,28-Jan-22,,Production Technician I,Mary Conley,cindy.york@bilearner.com,PYZ,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Project Management - Con,28-05-1960,MA,Project Manager,Female,31815,Hispanic,Divorced,PIP,3,Good,Good,Poor,Average,Low
1850,Aditya,Reddy,15-Dec-19,25-Jun-21,Production Technician I,Ashley Orozco,breanna.cardenas@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone A,Full-Time,Voluntary,Food few generation seek outside.,Production       ,Aerial,23-10-1996,MA,Lineman,Female,78073,White,Married,PIP,3,Poor,Poor,Average,Good,Medium
1851,Aditya,Patel,11-Nov-21,1-Aug-22,Production Technician I,Angelica Vazquez,tripp.blake@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Temporary,Retirement,Left how maintain structure these enter kitchen.,Production       ,General - Con,29-10-1967,MA,Laborer,Female,57276,Hispanic,Single,PIP,3,Good,Poor,Poor,Poor,Medium
1852,Aarav,Ghosh,15-Feb-19,28-Jul-23,Production Technician I,Christopher Ponce,elaine.moon@bilearner.com,PL,Voluntarily Terminated,Full-Time,Zone A,Part-Time,Voluntary,Fall share energy myself.,Production       ,General - Con,18-10-1981,MA,Technician,Female,47682,Black,Single,PIP,3,Poor,Average,Good,Average,High
1853,Vihaan,Chopra,31-Mar-22,,Production Technician II,Tara Fields,jaime.morrow@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,Wireline Construction,24-12-1957,MA,Lineman,Female,26452,Other,Divorced,PIP,3,Average,Poor,Average,Poor,Low
1854,Diya,Nanda,25-Oct-20,18-Apr-22,Production Technician II,Joshua Evans,leslie.potts@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,Involuntary,Fight ahead group.,Production       ,Shop (Fleet),29-08-1962,MA,Mechanic,Female,68252,Asian,Married,PIP,3,Poor,Good,Poor,Poor,Medium
1855,Aadhya,Chopra,25-Jul-22,26-Apr-23,Production Technician II,Lisa Hernandez,keith.haas@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone B,Part-Time,Retirement,Pretty line two she accept be.,Production       ,General - Con,19-05-1947,MA,Locator,Male,42024,Other,Married,Exceeds,3,Average,Average,Average,Good,Low
1856,Ananya,Mehta,2-Aug-21,,Production Technician II,Nancy Valdez,matteo.oneal@bilearner.com,PL,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,19-09-1972,MA,Technician,Female,45723,Black,Widowed,Exceeds,3,Good,Good,Average,Good,High
1857,Aarav,Gupta,13-Nov-21,17-Mar-23,Production Technician II,David Garcia,erik.graham@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Have appear along within western city drug tough.,Production       ,Billable Consultants,4/6/1956,MA,Engineer,Male,93336,Other,Divorced,Exceeds,3,Good,Good,Good,Good,Low
1858,Reyansh,Joshi,7-May-19,27-Nov-19,Production Technician I,Ryan Baker,lailah.haney@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,Resignation,Reality line toward follow well able.,Production       ,Wireline Construction,20-02-1988,MA,Lineman,Female,16981,Asian,Widowed,Exceeds,3,Good,Average,Average,Average,Medium
1859,Ishaan,Yadav,31-Dec-20,4-Mar-21,Production Technician I,Tammy Poole,mohamed.gay@bilearner.com,PYZ,Active,Contract,Zone A,Part-Time,Voluntary,Article hope tree happy affect check people.,Production       ,Field Operations,14-12-1982,MA,Field Technician,Female,66623,Hispanic,Married,Exceeds,3,Poor,Poor,Average,Good,Medium
1860,Kiara,Rana,10-Dec-19,7-Mar-20,Production Technician I,Jenna Perry,frankie.banks@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Involuntary,Entire list exactly control enough.,Production       ,Project Management - Con,9/6/2000,MA,Coordinator,Female,34484,Asian,Divorced,Exceeds,3,Average,Good,Good,Average,Low
1861,Krishna,Nair,11-Jun-20,,Production Technician I,Ana Harding,lorelei.glass@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,Unk,,Production       ,Wireline Construction,11/11/1951,MA,Apprentice,Male,97856,Black,Widowed,Exceeds,3,Good,Good,Good,Average,Medium
1862,Meera,Das,30-Aug-21,,Production Technician I,Thomas Davis,marie.moyer@bilearner.com,PL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Aerial,25-03-1985,MA,Laborer,Male,25103,Other,Single,Exceeds,3,Good,Good,Good,Average,Medium
1863,Ishaan,Nair,4-Nov-19,29-Dec-21,Production Technician I,Jennifer Boone,amari.bowen@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Involuntary,Nor director yard within car into final.,Production       ,Engineers,18-09-1987,MA,Engineer,Female,87036,Other,Single,Exceeds,3,Average,Good,Average,Average,Medium
1864,Aadhya,Bansal,3-Jun-23,18-Jul-23,Production Technician I,Karen Smith,prince.dickerson@bilearner.com,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Take health either southern religious today.,Production       ,Field Operations,26-05-1972,MA,Splicer,Female,51953,Hispanic,Married,Exceeds,3,Good,Average,Average,Good,High
1865,Kiara,Kapoor,14-Feb-21,,Production Technician I,Jamie Anderson,lane.church@bilearner.com,SVG,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,24-05-1969,MA,Lineman,Female,67354,Asian,Single,Exceeds,3,Average,Average,Average,Average,High
1866,Aditya,Rao,28-Feb-23,,Production Technician I,Kathleen Boyle,cassie.nolan@bilearner.com,EW,Active,Contract,Zone A,Temporary,Unk,,Production       ,Field Operations,22-05-1980,MA,Operator,Male,81653,Asian,Divorced,Exceeds,3,Average,Good,Good,Good,Medium
1867,Aditya,Joshi,9-Jan-21,17-Aug-21,Production Technician I,Natalie Roman,mauricio.buchanan@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Involuntary,Apply must visit street.,Production       ,Engineers,1/11/1942,MA,Technician,Male,25698,Asian,Divorced,Needs Improvement,3,Average,Poor,Poor,Good,Low
1868,Sai,Rana,22-Mar-22,15-May-23,Production Technician I,Anthony Diaz,briana.wang@bilearner.com,TNS,Active,Part-Time,Zone A,Full-Time,Resignation,Always agree room animal drug.,Production       ,Field Operations,28-11-2000,MA,Laborer,Male,6756,Black,Single,Needs Improvement,3,Average,Good,Average,Average,High
1869,Reyansh,Singh,11-Nov-19,,Production Technician I,Robert Adams,salma.blackwell@bilearner.com,PYZ,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Catv,25-01-1982,MA,Foreman,Female,70511,Asian,Married,Exceeds,3,Average,Poor,Poor,Good,Low
1870,Ayaan,Reddy,4-Oct-22,,Production Technician I,Steven Reid,shelby.frazier@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Engineers,31-03-1992,MA,Engineer,Female,73361,Hispanic,Married,Fully Meets,3,Poor,Good,Good,Poor,Medium
1871,Aarohi,Ghosh,23-Aug-21,,Production Technician I,Andrew Calderon,lindsay.becker@bilearner.com,NEL,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Wireline Construction,9/8/1996,MA,Laborer,Female,51310,White,Widowed,Fully Meets,3,Good,Poor,Average,Good,Medium
1872,Aadhya,Joshi,5-Dec-22,18-Jun-23,Production Technician I,Andrew Ball,reyna.good@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Retirement,General nature open.,Production       ,Field Operations,21-12-1972,MA,Laborer,Female,64371,Hispanic,Married,Fully Meets,3,Poor,Good,Poor,Good,Low
1873,Myra,Kapoor,20-Jul-19,28-Aug-19,Production Technician II,Christine Larson,nathalie.rivera@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Involuntary,Art professional rather move explain.,Production       ,Engineers,23-01-1960,MA,Technician,Female,76588,Black,Married,Fully Meets,3,Good,Poor,Average,Average,High
1874,Aarav,Mehta,5-Nov-21,,Production Technician II,Brenda Thompson,saniyah.schroeder@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Technology / It,8/12/1960,MA,Technician,Male,35018,Asian,Widowed,Fully Meets,3,Poor,Good,Average,Average,Low
1875,Ananya,Joshi,4-Jan-21,4-Mar-23,Production Technician II,Patricia Robbins,taylor.mann@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone C,Full-Time,Involuntary,Young finally can fact.,Production       ,General - Con,1/8/1953,MA,Foreman,Male,24806,Other,Single,Fully Meets,3,Average,Good,Average,Good,Low
1876,Sai,Kapoor,14-Oct-22,2-Mar-23,Production Technician II,Terry Stevens,rylee.stevenson@bilearner.com,MSC,Leave of Absence,Full-Time,Zone A,Part-Time,Resignation,Sound modern feel special me fish produce.,Production       ,Field Operations,21-10-1943,MA,Operator,Female,40691,Hispanic,Single,Fully Meets,3,Good,Poor,Poor,Average,Medium
1877,Diya,Patel,30-Oct-21,,Production Technician II,Rachel Paul,waylon.pennington@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,17-05-1961,MA,Foreman,Male,5750,Asian,Married,Fully Meets,3,Good,Average,Good,Poor,High
1878,Aditya,Yadav,2-Oct-22,28-Jun-23,Production Technician I,Elizabeth Miller,kobe.crosby@bilearner.com,WBL,Active,Part-Time,Zone B,Part-Time,Voluntary,Toward situation politics.,Production       ,Splicing,17-06-2001,MA,Manager,Female,78562,White,Single,Fully Meets,3,Poor,Poor,Average,Poor,Low
1879,Navya,Iyer,25-Nov-18,14-Jun-20,Production Technician I,David Vasquez,carmen.davidson@bilearner.com,BPC,Voluntarily Terminated,Part-Time,Zone B,Temporary,Involuntary,Key real fill never sing feeling.,Production       ,Engineers,30-10-1965,MA,Engineer,Female,56517,Black,Single,Fully Meets,3,Poor,Average,Good,Average,High
1880,Kiara,Rao,9-Jul-21,28-Jan-23,Production Technician I,Alexandra Rice,sidney.moran@bilearner.com,CCDR,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Voluntary,Within direction court hope security stuff early.,Production       ,Project Management - Con,7/1/1966,MA,Foreman,Female,10781,Black,Widowed,Fully Meets,3,Good,Good,Good,Good,Medium
1881,Krishna,Nanda,1-May-19,,Production Technician I,Thomas Lee,alena.bonilla@bilearner.com,EW,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,Field Operations,14-10-2000,MA,Technician,Male,54917,Asian,Single,Fully Meets,3,Poor,Poor,Poor,Poor,High
1882,Diya,Patel,9-Nov-21,13-Jan-23,Production Technician I,Christina Burgess,baron.luna@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Retirement,List try partner four tax.,Production       ,Fielders,6/2/1945,MA,Engineer,Female,91039,Asian,Divorced,Fully Meets,3,Poor,Poor,Poor,Poor,Medium
1883,Kiara,Mehta,27-Aug-18,23-Mar-19,Production Technician I,Regina Goodwin,giselle.butler@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,Voluntary,Unit computer what age career.,Production       ,Project Management - Con,3/7/1967,MA,Project Manager,Female,26876,Black,Single,Fully Meets,3,Poor,Poor,Good,Good,High
1884,Saanvi,Mehta,16-Mar-19,,Production Technician I,Alicia Gonzalez,sophie.horne@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Unk,,Production       ,General - Eng,24-07-2000,MA,Engineer,Female,57831,Other,Married,Fully Meets,3,Average,Average,Average,Average,Low
1885,Saanvi,Verma,7-Jan-22,,Production Technician I,Peter Giles,jabari.guerrero@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,23-05-1984,MA,Technician,Male,67723,Other,Married,Fully Meets,3,Average,Average,Poor,Poor,Medium
1886,Aarohi,Kapoor,4-Oct-22,5-Mar-23,Production Technician I,Daniel Guerra,ahmed.montgomery@bilearner.com,SVG,Active,Contract,Zone A,Temporary,Involuntary,Amount establish away part.,Production       ,Executive,6/12/1984,MA,Administrator,Male,79888,White,Single,Fully Meets,3,Poor,Good,Average,Good,Low
1887,Navya,Joshi,23-Mar-22,,Production Technician I,Ashley Clark,esther.spears@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,13-09-1997,MA,Tower Hand,Male,78957,White,Divorced,Fully Meets,3,Poor,Average,Average,Good,Medium
1888,Sai,Gupta,5-May-20,25-Jul-23,Production Technician I,Veronica Murphy,darian.wall@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Voluntary,History follow budget forget instead mind.,Production       ,Engineers,26-12-1947,MA,Engineer,Female,36015,White,Married,Fully Meets,3,Average,Average,Average,Poor,High
1889,Arjun,Kapoor,23-Nov-20,,Production Technician I,Kelsey Thompson,kaleb.cole@bilearner.com,PYZ,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,14-02-1957,MA,Laborer,Female,19032,Other,Divorced,Fully Meets,3,Average,Good,Good,Average,High
1890,Aarav,Gupta,28-Mar-22,,Production Technician I,Cole Johns,anthony.terrell@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Splicing,24-05-1968,MA,Laborer,Female,55466,White,Widowed,Fully Meets,3,Good,Poor,Average,Poor,Medium
1891,Sai,Nair,25-Mar-20,,Production Technician I,Wendy Elliott,william.douglas@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Aerial,24-06-1946,MA,Labor,Female,6790,Hispanic,Married,Fully Meets,3,Good,Poor,Good,Good,Medium
1892,Reyansh,Ghosh,7-Aug-18,,Production Technician II,Nicholas Anderson,saniya.buck@bilearner.com,TNS,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,30-05-1986,MA,Technician,Female,91219,Asian,Single,Fully Meets,3,Average,Good,Good,Poor,Medium
1893,Myra,Ghosh,11-Feb-20,,Production Technician II,Darryl Scott,kristopher.owen@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,Unk,,Production       ,General - Con,28-01-1976,MA,Clerk,Male,84422,White,Divorced,Fully Meets,3,Poor,Poor,Average,Average,High
1894,Reyansh,Ghosh,1-Jan-23,,Production Technician II,Clayton Wilson,hadley.tapia@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,Unk,,Production       ,Field Operations,23-05-1959,MA,Laborer,Male,12371,Other,Single,Fully Meets,3,Poor,Average,Average,Good,Medium
1895,Aarav,Nanda,7-Dec-22,,Production Technician II,Phillip Fernandez,lillie.bush@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Wireline Construction,25-01-1989,MA,Lineman,Female,23076,White,Married,Fully Meets,3,Poor,Good,Average,Average,Medium
1896,Arjun,Patel,13-Mar-23,,Production Technician II,Joshua Tapia,lamont.cook@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,Engineers,18-11-1951,MA,Engineer,Female,80925,Hispanic,Married,Fully Meets,3,Poor,Good,Average,Poor,Low
1897,Navya,Mehta,14-Nov-21,,Production Technician II,Lauren Wilson,danna.rollins@bilearner.com,NEL,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,20-07-1948,MA,Laborer,Male,38371,Asian,Divorced,Fully Meets,3,Good,Good,Good,Poor,Medium
1898,Myra,Iyer,5-Jun-19,20-Oct-20,Production Technician I,Benjamin Lang,shaun.velazquez@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Voluntary,Benefit avoid fill begin any individual thousand.,Production       ,Field Operations,14-01-1997,MA,Laborer,Female,5154,White,Single,Fully Meets,3,Average,Poor,Average,Average,Low
1899,Meera,Ghosh,12-Dec-20,28-May-23,Production Technician I,Ashley Cannon,kolton.duarte@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Retirement,Occur tough thousand on recent.,Production       ,Field Operations,6/9/1982,MA,Laborer,Female,57914,Asian,Married,Fully Meets,3,Poor,Good,Average,Poor,Low
1900,Diya,Rao,6-Apr-20,,Production Technician I,Lauren Thompson,jonas.braun@bilearner.com,PYZ,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,22-03-1960,MA,Clerk,Female,46828,Hispanic,Widowed,Fully Meets,3,Good,Good,Good,Average,Low
1901,Ira,Chopra,30-Jan-23,,Production Technician I,Diana Cox,meadow.howe@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Unk,,Production       ,Engineers,9/8/1959,MA,Engineer,Female,51699,White,Divorced,Fully Meets,3,Poor,Good,Poor,Poor,High
1902,Kiara,Rao,8-Sep-20,19-Sep-22,Production Technician I,Samantha Hester,sarahi.raymond@bilearner.com,NEL,Active,Full-Time,Zone A,Temporary,Retirement,Brother a billion wife watch south.,Production       ,Engineers,11/2/1952,MA,Project Manager,Male,86441,Other,Divorced,Fully Meets,3,Average,Poor,Poor,Average,Low
1903,Vihaan,Gupta,14-Dec-20,7-Dec-21,Production Technician I,Roger Lynch,taylor.wiggins@bilearner.com,PL,Active,Part-Time,Zone C,Part-Time,Resignation,Can ahead cell in most generation reduce.,Production       ,Field Operations,11/4/1960,MA,Foreman,Female,39875,Black,Divorced,Fully Meets,3,Good,Average,Good,Average,Medium
1904,Diya,Iyer,7-Nov-22,,Production Technician I,Brenda Rodriguez,ezra.zhang@bilearner.com,BPC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,General - Con,11/10/1982,MA,Laborer,Female,73332,Asian,Widowed,Fully Meets,3,Average,Good,Poor,Good,High
1905,Ananya,Chopra,6-Apr-22,,Production Technician I,Sean Moon,sonia.chung@bilearner.com,CCDR,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Wireline Construction,10/3/1972,MA,Vp,Female,85085,Asian,Married,Fully Meets,3,Average,Average,Good,Good,High
1906,Kiara,Yadav,22-Feb-21,,Production Technician I,Holly Hudson,bryce.mills@bilearner.com,SVG,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,Field Operations,3/8/1947,MA,Laborer,Male,11009,Hispanic,Widowed,Fully Meets,3,Good,Poor,Average,Average,High
1907,Sai,Chopra,16-May-22,,Production Technician I,Charles Allen,wade.wiggins@bilearner.com,EW,Active,Full-Time,Zone C,Part-Time,Unk,,Production       ,Field Operations,4/11/1988,MA,Operator,Male,89719,Asian,Widowed,Fully Meets,3,Good,Poor,Average,Poor,High
1908,Arjun,Bansal,18-Jan-20,,Production Technician I,Bonnie Hardin,selina.gonzalez@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Unk,,Production       ,Field Operations,19-05-1942,MA,Technician,Female,71466,White,Widowed,Fully Meets,3,Good,Poor,Poor,Poor,High
1909,Ishaan,Iyer,21-Oct-21,,Production Technician I,Heather Michael,tyree.parsons@bilearner.com,TNS,Active,Full-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,15-10-1961,MA,Groundman,Female,68175,White,Widowed,Fully Meets,3,Good,Poor,Average,Poor,High
1910,Kiara,Patel,5-Jan-19,,Production Technician I,Jose Gomez,adrian.murray@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Eng,7/11/1942,MA,Drafter,Female,48973,Hispanic,Divorced,Fully Meets,3,Good,Average,Poor,Average,High
1911,Ishaan,Ghosh,24-Jan-21,27-Jan-22,Production Technician I,Angela Bailey,kael.fisher@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone B,Temporary,Resignation,Human box wish natural student staff.,Production       ,Wireline Construction,12/6/1991,MA,Laborer,Female,36064,White,Divorced,Fully Meets,3,Good,Good,Poor,Average,Low
1912,Vivaan,Verma,6-Mar-20,6-Mar-21,Production Technician II,Brett Sims,erica.french@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Retirement,Here relationship possible purpose instead.,Production       ,Engineers,16-10-1987,MA,Engineer,Female,7544,Asian,Married,Fully Meets,3,Good,Poor,Average,Average,Medium
1913,Meera,Yadav,19-Nov-22,15-Feb-23,Production Technician II,Natalie Johnson,damaris.oneal@bilearner.com,PYZ,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Involuntary,Fine many herself field method draw learn.,Production       ,General - Con,26-07-1972,MA,Lineman,Male,70057,White,Married,Fully Meets,3,Poor,Poor,Average,Average,Medium
